drug_cd,제품명,성분 1,성분 2,내용
2021082400002,,Acetaminophen,Rifampicin,"NSAIDs(Acetaminophen)/Rifamycins 임상효과 : 두 약물의 병용투여시 아세트아미노펜의 해열, 진통효과는 감소되고, 독성은 증강될 수 있다. 기전 : 리파마이신계 약물은 아세트아미노펜을 잠재적인 간독성 대사물로 대사되게하는 간효소를 유도할 수 있다. 처치 : 두 약물의 병용투여시에는 관찰을 충분히 하고 신중히 투여해야 하며, 주기적으로 환자의 간독성에 대한 모니터링을 자세히 해야 한다. 규칙적으로 리파마이신계 약물을 복용중인 환자에게 과용량의 아세트아미노펜을 함께 투여시 독성의 위험은 극대화 되며, 보통 치료용량에서의 위험성은 보고되지 않았다."
2021082400002,,Acetaminophen,Rifapentine,"NSAIDs(Acetaminophen)/Rifamycins 임상효과 : 두 약물의 병용투여시 아세트아미노펜의 해열, 진통효과는 감소되고, 독성은 증강될 수 있다. 기전 : 리파마이신계 약물은 아세트아미노펜을 잠재적인 간독성 대사물로 대사되게하는 간효소를 유도할 수 있다. 처치 : 두 약물의 병용투여시에는 관찰을 충분히 하고 신중히 투여해야 하며, 주기적으로 환자의 간독성에 대한 모니터링을 자세히 해야 한다. 규칙적으로 리파마이신계 약물을 복용중인 환자에게 과용량의 아세트아미노펜을 함께 투여시 독성의 위험은 극대화 되며, 보통 치료용량에서의 위험성은 보고되지 않았다."
2021082400002,,Acetaminophen,Scopolamine Butylbromide,NSAIDs(Acetaminophen)/Anticholinergics 임상효과 : 두 약물의 병용투여시 아세트아미노펜의 효과 발현시간이 조금 늦어지거나 감소될 수 있다. 하지만 궁극적인 약리학적 효과는 영향을 받지 않는다. 기전 : 항콜린제가 소화관의 유동성을 감소시켜 아세트아미노펜의 소화관 흡수가 지연될 수 있다. 처치 : 두 약물의 병용투여로 인한 위험은 경미하거나 없다.
2021082400002,,Acetaminophen,Scopolamine Hydrobromide Hydrate,NSAIDs(Acetaminophen)/Anticholinergics 임상효과 : 두 약물의 병용투여시 아세트아미노펜의 효과 발현시간이 조금 늦어지거나 감소될 수 있다. 하지만 궁극적인 약리학적 효과는 영향을 받지 않는다. 기전 : 항콜린제가 소화관의 유동성을 감소시켜 아세트아미노펜의 소화관 흡수가 지연될 수 있다. 처치 : 두 약물의 병용투여로 인한 위험은 경미하거나 없다.
2021082400002,,Acetaminophen,Scopolamine Methylbromide,NSAIDs(Acetaminophen)/Anticholinergics 임상효과 : 두 약물의 병용투여시 아세트아미노펜의 효과 발현시간이 조금 늦어지거나 감소될 수 있다. 하지만 궁극적인 약리학적 효과는 영향을 받지 않는다. 기전 : 항콜린제가 소화관의 유동성을 감소시켜 아세트아미노펜의 소화관 흡수가 지연될 수 있다. 처치 : 두 약물의 병용투여로 인한 위험은 경미하거나 없다.
2021082400002,,Acetaminophen,Secobarbital,NSAIDs(Acetaminophen)/Barbiturates 임상효과 : 바비츄레이트계 약물을 많은 양 혹은 장기간 투여시 아세트아미노펜의 잠재적인 간독성이 증가될 수 있다. 그리고 아세트아미노펜의 치료 효과도 감소될 수 있다. 기전 : 바비츄레이트계 약물은 아세트아미노펜의 대사를 가속화하는 간효소를 유도하고 이로인해 비정상적으로 간독성 수치가 높아진다. 처치 : 규칙적으로 바비츄레이트계 약물을 복용중인 환자에게 과량의 아세트아미노펜을 함께 투여시 위험은 극대화된다. 상용량의 아세트아미노펜과 바비츄레이트계 약물의 투여는 특별한 조치나 모니터링이 필요하지 않다.
2021082400002,,Acetaminophen,Secobarbital Sodium,NSAIDs(Acetaminophen)/Barbiturates 임상효과 : 바비츄레이트계 약물을 많은 양 혹은 장기간 투여시 아세트아미노펜의 잠재적인 간독성이 증가될 수 있다. 그리고 아세트아미노펜의 치료 효과도 감소될 수 있다. 기전 : 바비츄레이트계 약물은 아세트아미노펜의 대사를 가속화하는 간효소를 유도하고 이로인해 비정상적으로 간독성 수치가 높아진다. 처치 : 규칙적으로 바비츄레이트계 약물을 복용중인 환자에게 과량의 아세트아미노펜을 함께 투여시 위험은 극대화된다. 상용량의 아세트아미노펜과 바비츄레이트계 약물의 투여는 특별한 조치나 모니터링이 필요하지 않다.
2021082400002,,Acetaminophen,Sulfinpyrazone,"NSAIDs(Acetaminophen)/Antigout Agents(Sulfinpyrazone) 임상효과 : 두 약물의 병용투여시 아세트아미노펜의 간독성 위험은 증가하고 치료효과는 감소할 수 있다. 기전 : 설핀피라존은 아세트아미노펜의 대사를 가속화시키는 간 효소를 유도한다. 아세트아미노펜의 비정상적으로 빠른 대사속도는 간독성을 가진 아세트아미노펜 대사체의 수치를 비정상적으로 증가시킬 수 있다. 처치 : 규칙적으로 설핀피라존을 복용중인 환자에게 과용량의 아세트아미노펜을 함께 투여시 간독성의 위험은 최대가 된다. 일반적으로, 치료용량의 아세트아미노펜과 설핀피라존의 병용은 특별한 용량조절이나 모니터링이 필요하지 않다."
2021082400002,,Acetaminophen,Trihexyphenidyl Hydrochloride,NSAIDs(Acetaminophen)/Anticholinergics 임상효과 : 두 약물의 병용투여시 아세트아미노펜의 효과 발현시간이 조금 늦어지거나 감소될 수 있다. 하지만 궁극적인 약리학적 효과는 영향을 받지 않는다. 기전 : 항콜린제가 소화관의 유동성을 감소시켜 아세트아미노펜의 소화관 흡수가 지연될 수 있다. 처치 : 두 약물의 병용투여로 인한 위험은 경미하거나 없다.
2021082400002,,Bumetanide,Acetaminophen,Loop Diuretics/NSAIDs(Acetaminophen) 임상효과 : 두 약물의 병용투여시 루프계 이뇨제의 효과가 감소할 수 있다. 기전 : 아세트아미노펜 신장의 프로스타글란딘의 배설을 감소시키고 혈장의 레닌 활성을 감소시킬 수 있다. 처치 : 두 약물의 병용투여시 특별한 주의사항은 필요하지 않다.
2021082400002,,Chloramphenicol,Acetaminophen,Chloramphenicol/NSAIDs(Acetaminophen) 임상효과 : 두 약물의 병용투여시 생리학적인 효과(Physiological effects)는 보고되지 않았다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여시 특별한 임상적 간섭은 필요하지 않다.
2021082400002,,Chloramphenicol Palmitate,Acetaminophen,Chloramphenicol/NSAIDs(Acetaminophen) 임상효과 : 두 약물의 병용투여시 생리학적인 효과(Physiological effects)는 보고되지 않았다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여시 특별한 임상적 간섭은 필요하지 않다.
2021082400002,,Chloramphenicol Sodium Succinate,Acetaminophen,Chloramphenicol/NSAIDs(Acetaminophen) 임상효과 : 두 약물의 병용투여시 생리학적인 효과(Physiological effects)는 보고되지 않았다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여시 특별한 임상적 간섭은 필요하지 않다.
2021082400002,,Chloramphenicol Stearate,Acetaminophen,Chloramphenicol/NSAIDs(Acetaminophen) 임상효과 : 두 약물의 병용투여시 생리학적인 효과(Physiological effects)는 보고되지 않았다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여시 특별한 임상적 간섭은 필요하지 않다.
2021082400002,,Etacrynic Acid,Acetaminophen,Loop Diuretics/NSAIDs(Acetaminophen) 임상효과 : 두 약물의 병용투여시 루프계 이뇨제의 효과가 감소할 수 있다. 기전 : 아세트아미노펜 신장의 프로스타글란딘의 배설을 감소시키고 혈장의 레닌 활성을 감소시킬 수 있다. 처치 : 두 약물의 병용투여시 특별한 주의사항은 필요하지 않다.
2021082400002,,Furosemide,Acetaminophen,Loop Diuretics/NSAIDs(Acetaminophen) 임상효과 : 두 약물의 병용투여시 루프계 이뇨제의 효과가 감소할 수 있다. 기전 : 아세트아미노펜 신장의 프로스타글란딘의 배설을 감소시키고 혈장의 레닌 활성을 감소시킬 수 있다. 처치 : 두 약물의 병용투여시 특별한 주의사항은 필요하지 않다.
2021082400002,,Lamotrigine,Acetaminophen,"Anticonvulsants(Lamotrigine)/NSAIDs(Acetaminophen) 임상효과 : 두 약물의 병용투여시 혈청 라모트리진의 농도가 감소하여 그 치료 효과가 감약될 수 있다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 1회 분량이나 몇회 용량의 아세트아미노펜으로는 라모트리진과 임상적으로 중요한 상호작용을 일으키지 않는것 같다. 아세트아미노펜의 만성적인 투여로 인해 상호작용이 예상된다면, 라모트리진의 용량을 조절할 필요가 있다. 환자의 임상적 반응을 주의깊게 관찰하고 그에 따라 라모트리진의 용량을 적절하게 조절한다."
2021082400002,,Torsemide,Acetaminophen,Loop Diuretics/NSAIDs(Acetaminophen) 임상효과 : 두 약물의 병용투여시 루프계 이뇨제의 효과가 감소할 수 있다. 기전 : 아세트아미노펜 신장의 프로스타글란딘의 배설을 감소시키고 혈장의 레닌 활성을 감소시킬 수 있다. 처치 : 두 약물의 병용투여시 특별한 주의사항은 필요하지 않다.
2021082400002,,Warfarin,Acetaminophen,"Anticoagulants(Warfarin)/NSAIDs(Acetaminophen) 임상효과 : 두 약물의 병용투여시 아세트아미노펜은 항응고제(와파린)의 혈전용해작용을 용량의존적으로 증가시킬 수 있다. 아세트아미노펜을 325mg, 주 6회 이하 사용하는 등 저용량으로, 혹은 드물게 복용하는 것으로는 와파린과 임상적으로 중요한 상호작용을 나타내지 않는다. 기전 : 아세트아미노펜이나 그 대사물에 의해 비타민 K 길항작용이 증가할 수 있다. 처치 : 아세트아미노펜의 복용을 시작하거나 중단할때는 주1-2회 환자의 응고력을 모니터링하고 아세트아미노펜의 사용을 제한해야 한다(특히, 아세트아미노펜 주 2,275mg이상 복용시). 필요시 와파린의 용량을 조절한다."
2021082400002,,Warfarin Potassium,Acetaminophen,"Anticoagulants(Warfarin)/NSAIDs(Acetaminophen) 임상효과 : 두 약물의 병용투여시 아세트아미노펜은 항응고제(와파린)의 혈전용해작용을 용량의존적으로 증가시킬 수 있다. 아세트아미노펜을 325mg, 주 6회 이하 사용하는 등 저용량으로, 혹은 드물게 복용하는 것으로는 와파린과 임상적으로 중요한 상호작용을 나타내지 않는다. 기전 : 아세트아미노펜이나 그 대사물에 의해 비타민 K 길항작용이 증가할 수 있다. 처치 : 아세트아미노펜의 복용을 시작하거나 중단할때는 주1-2회 환자의 응고력을 모니터링하고 아세트아미노펜의 사용을 제한해야 한다(특히, 아세트아미노펜 주 2,275mg이상 복용시). 필요시 와파린의 용량을 조절한다."
2021082400002,,Warfarin Sodium,Acetaminophen,"Anticoagulants(Warfarin)/NSAIDs(Acetaminophen) 임상효과 : 두 약물의 병용투여시 아세트아미노펜은 항응고제(와파린)의 혈전용해작용을 용량의존적으로 증가시킬 수 있다. 아세트아미노펜을 325mg, 주 6회 이하 사용하는 등 저용량으로, 혹은 드물게 복용하는 것으로는 와파린과 임상적으로 중요한 상호작용을 나타내지 않는다. 기전 : 아세트아미노펜이나 그 대사물에 의해 비타민 K 길항작용이 증가할 수 있다. 처치 : 아세트아미노펜의 복용을 시작하거나 중단할때는 주1-2회 환자의 응고력을 모니터링하고 아세트아미노펜의 사용을 제한해야 한다(특히, 아세트아미노펜 주 2,275mg이상 복용시). 필요시 와파린의 용량을 조절한다."
2021082400002,,Warfarin Sodium Clathrate,Acetaminophen,"Anticoagulants(Warfarin)/NSAIDs(Acetaminophen) 임상효과 : 두 약물의 병용투여시 아세트아미노펜은 항응고제(와파린)의 혈전용해작용을 용량의존적으로 증가시킬 수 있다. 아세트아미노펜을 325mg, 주 6회 이하 사용하는 등 저용량으로, 혹은 드물게 복용하는 것으로는 와파린과 임상적으로 중요한 상호작용을 나타내지 않는다. 기전 : 아세트아미노펜이나 그 대사물에 의해 비타민 K 길항작용이 증가할 수 있다. 처치 : 아세트아미노펜의 복용을 시작하거나 중단할때는 주1-2회 환자의 응고력을 모니터링하고 아세트아미노펜의 사용을 제한해야 한다(특히, 아세트아미노펜 주 2,275mg이상 복용시). 필요시 와파린의 용량을 조절한다."
2021082400002,,Zidovudine,Acetaminophen,"NRT Inhibitors(Zidovudine)/NSAIDs(Acetaminophen) 임상효과 : 두 약물의 병용투여시 지도부딘의 약리학적 효과가 감소할 수 있다. 기전 : 두 약물의 병용에 의해 지도부딘의 간 외나 신장 청소율이 상승되는 것도 한 요인일 수 있다. 처치 : 만약 상호작용이 예상된다면, 지도부딘의 용량을 증량하거나 아세트아미토펜의 복용을 중단해야 한다. (재)약학정보원은 정확하고 독립적인 의약품 정보를 제공하기 위해 노력합니다. 본 사이트의 정보는 식품의약품안전처 허가사항과 학술 자료를 기반으로 하나, 의학적 진단·처방을 대체할 수 없으며, 사용 전 반드시 의사, 약사 등 전문가와 상담하시기 바랍니다. 또한 편집 과정에서의 오류·누락, 허가사항 변경, 최신 연구 결과 반영 지연 등이 있을 수 있으며, 이로 인하여 발생하는 문제에 대해 (재)약학정보원은 법적 책임을 지지 않습니다. 본 사이트의 모든 콘텐츠에 대한 저작권은 (재)약학정보원에 있으며, 무단 복제·배포·전송·변형·게시행위를 금합니다. 회사소개 인재채용 서비스 이용약관 이메일주소 무단수집거부 개인정보 처리방침 법적 책임의 한계 이메일 문의 광고 / 제휴 문의 포장이미지 등록 서울특별시 서초구 효령로 194 대한약사회관 B1 (재)약학정보원 고객지원 1670-5877 TEL 02-3471-7575 FAX 02-3472-9114 대표자 권영희 사업자번호 214-82-06424 ©Copyright All Rights Reserved @ Korea Pharmaceutical Information Center Since 2000"
