drug_cd,제품명,성분 1,성분 2,내용
A11A0500A0131,all,Ibuprofen,Cimetidine Hydrochloride,NSAIDs/Histamine H₂ Antagonists 임상효과 : 두 약물의 병용투여시 NSAIDs(비스테로이드성 항염증제)의 치료작용이 변화될 수 있다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여시 특별한 임상적 간섭은 필요하지 않다.
A11A0500A0131,all,Ibuprofen,Cinnoxicam,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Ciprofloxacin,"NSAIDs/Quinolones 임상효과 : 두 약물의 병용투여시 드물게 경련이 나타날 위험성이 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하고, 신중히 투여해야 한다. 두 약물의 병용에 의해 경련이 나타나는 경우에는 투여를 중지하고 기도확보, 항전간제 투여 등의 적절한 처치를 한다."
A11A0500A0131,all,Ibuprofen,Ciprofloxacin Hydrochloride Hydrate,"NSAIDs/Quinolones 임상효과 : 두 약물의 병용투여시 드물게 경련이 나타날 위험성이 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하고, 신중히 투여해야 한다. 두 약물의 병용에 의해 경련이 나타나는 경우에는 투여를 중지하고 기도확보, 항전간제 투여 등의 적절한 처치를 한다."
A11A0500A0131,all,Ibuprofen,Ciprofloxacin Lactate,"NSAIDs/Quinolones 임상효과 : 두 약물의 병용투여시 드물게 경련이 나타날 위험성이 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하고, 신중히 투여해야 한다. 두 약물의 병용에 의해 경련이 나타나는 경우에는 투여를 중지하고 기도확보, 항전간제 투여 등의 적절한 처치를 한다."
A11A0500A0131,all,Ibuprofen,Citalopram,"NSAIDs/Serotonin Reuptake Inhibitors 임상효과 : 두 약물의 병용투여시 상부위장관의 출혈 위험이 증가할 수 있다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여는 피하는 것이 바람직하다. 부득이하게 두 약물의 병용을 피할 수 없다면, NSAIDs(비스테로이드성 항염증제)의 치료기간을 더 짧게 하거나 용량을 감소시키거나 혹은 NSAIDs를 아세트아미노펜(Acetaminophen)으로 선택적 세로토닌 재흡수 차단제(SSRIs)를 삼환계 항우울제(TCAs)로 대체해야 한다. 만약 위장관 관련 부작용이 나타난다면, 수소펌프 저해제(Proton pump inhibitor)과 같은 중재적 치료를 고려하거나 SSRIs나 NSAIDs의 복용을 중단하고 대체요법을 사용해야 한다."
A11A0500A0131,all,Ibuprofen,Citalopram Hydrobromide,"NSAIDs/Serotonin Reuptake Inhibitors 임상효과 : 두 약물의 병용투여시 상부위장관의 출혈 위험이 증가할 수 있다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여는 피하는 것이 바람직하다. 부득이하게 두 약물의 병용을 피할 수 없다면, NSAIDs(비스테로이드성 항염증제)의 치료기간을 더 짧게 하거나 용량을 감소시키거나 혹은 NSAIDs를 아세트아미노펜(Acetaminophen)으로 선택적 세로토닌 재흡수 차단제(SSRIs)를 삼환계 항우울제(TCAs)로 대체해야 한다. 만약 위장관 관련 부작용이 나타난다면, 수소펌프 저해제(Proton pump inhibitor)과 같은 중재적 치료를 고려하거나 SSRIs나 NSAIDs의 복용을 중단하고 대체요법을 사용해야 한다."
A11A0500A0131,all,Ibuprofen,Citalopram Hydrochloride,"NSAIDs/Serotonin Reuptake Inhibitors 임상효과 : 두 약물의 병용투여시 상부위장관의 출혈 위험이 증가할 수 있다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여는 피하는 것이 바람직하다. 부득이하게 두 약물의 병용을 피할 수 없다면, NSAIDs(비스테로이드성 항염증제)의 치료기간을 더 짧게 하거나 용량을 감소시키거나 혹은 NSAIDs를 아세트아미노펜(Acetaminophen)으로 선택적 세로토닌 재흡수 차단제(SSRIs)를 삼환계 항우울제(TCAs)로 대체해야 한다. 만약 위장관 관련 부작용이 나타난다면, 수소펌프 저해제(Proton pump inhibitor)과 같은 중재적 치료를 고려하거나 SSRIs나 NSAIDs의 복용을 중단하고 대체요법을 사용해야 한다."
A11A0500A0131,all,Ibuprofen,Clonixin,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Clonixin Lysinate,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Dexibuprofen,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Dexketoprofen Trometamol,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Dichloralphenazone,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Diclofenac,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Diclofenac Diethylammonium,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Diclofenac Epolamine,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Diclofenac Potassium,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Diclofenac Sodium,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Diclofenac β-dimethylaminoethanol,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Diflunisal,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Emorfazone,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Enfenamic Acid,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Enoxacin Hydrate,"NSAIDs/Quinolones 임상효과 : 두 약물의 병용투여시 드물게 경련이 나타날 위험성이 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하고, 신중히 투여해야 한다. 두 약물의 병용에 의해 경련이 나타나는 경우에는 투여를 중지하고 기도확보, 항전간제 투여 등의 적절한 처치를 한다."
A11A0500A0131,all,Ibuprofen,Escitalopram Oxalate,"NSAIDs/Serotonin Reuptake Inhibitors 임상효과 : 두 약물의 병용투여시 상부위장관의 출혈 위험이 증가할 수 있다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여는 피하는 것이 바람직하다. 부득이하게 두 약물의 병용을 피할 수 없다면, NSAIDs(비스테로이드성 항염증제)의 치료기간을 더 짧게 하거나 용량을 감소시키거나 혹은 NSAIDs를 아세트아미노펜(Acetaminophen)으로 선택적 세로토닌 재흡수 차단제(SSRIs)를 삼환계 항우울제(TCAs)로 대체해야 한다. 만약 위장관 관련 부작용이 나타난다면, 수소펌프 저해제(Proton pump inhibitor)과 같은 중재적 치료를 고려하거나 SSRIs나 NSAIDs의 복용을 중단하고 대체요법을 사용해야 한다."
A11A0500A0131,all,Ibuprofen,Etidronate Disodium,"NSAIDs/Bisphosphonates 임상효과 : 두 약물의 병용투여시 위궤양의 위험이 증가할 수 있다. 기전 : 두 약물은 위궤양을 유발하는 데 있어 상승적인 작용을 할 수 있다. 처치 : 두 약물의 병용투여시에는 관찰을 충분히 하고, 신중히 투여해야 한다. 환자에게 위장관계 부작용, 특히 위궤양이 발생하는지를 주의깊게 모니터링해야 한다."
A11A0500A0131,all,Ibuprofen,Etidronate Tetrasodium,"NSAIDs/Bisphosphonates 임상효과 : 두 약물의 병용투여시 위궤양의 위험이 증가할 수 있다. 기전 : 두 약물은 위궤양을 유발하는 데 있어 상승적인 작용을 할 수 있다. 처치 : 두 약물의 병용투여시에는 관찰을 충분히 하고, 신중히 투여해야 한다. 환자에게 위장관계 부작용, 특히 위궤양이 발생하는지를 주의깊게 모니터링해야 한다."
A11A0500A0131,all,Ibuprofen,Etidronic Acid,"NSAIDs/Bisphosphonates 임상효과 : 두 약물의 병용투여시 위궤양의 위험이 증가할 수 있다. 기전 : 두 약물은 위궤양을 유발하는 데 있어 상승적인 작용을 할 수 있다. 처치 : 두 약물의 병용투여시에는 관찰을 충분히 하고, 신중히 투여해야 한다. 환자에게 위장관계 부작용, 특히 위궤양이 발생하는지를 주의깊게 모니터링해야 한다."
A11A0500A0131,all,Ibuprofen,Etodolac,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Etofenamate,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Famotidine,NSAIDs/Histamine H₂ Antagonists 임상효과 : 두 약물의 병용투여시 NSAIDs(비스테로이드성 항염증제)의 치료작용이 변화될 수 있다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여시 특별한 임상적 간섭은 필요하지 않다.
A11A0500A0131,all,Ibuprofen,Fenbufen,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Fenoprofen Calcium Hydrate,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Fleroxacin,"NSAIDs/Quinolones 임상효과 : 두 약물의 병용투여시 드물게 경련이 나타날 위험성이 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하고, 신중히 투여해야 한다. 두 약물의 병용에 의해 경련이 나타나는 경우에는 투여를 중지하고 기도확보, 항전간제 투여 등의 적절한 처치를 한다."
A11A0500A0131,all,Ibuprofen,Fluconazole,NSAIDs/Azole Antifungal Agents 임상효과 : 두 약물의 병용투여시 NSAIDs(비스테로이드성 항염증제)의 혈장농도가 상승하여 이 약물의 약리학적 효과 및 부작용의 위험이 증가할 수 있다. 기전 : CYP2C9에 의해 대사되는 NSAIDs와 CYP2C9 저해작용을 가진 아졸계 항진균제의 병용투여시 NSAIDs의 대사 및 배설이 저해되어 이 약물의 혈장농도와 활성이 증가될 수 있다. 처치 : 두 약물의 병용투여시에는 환자에게 NSAIDs의 부작용이 나타나는지 관찰해야 하고 필요시 NSAID의 용량을 조절한다.
A11A0500A0131,all,Ibuprofen,Flufenamic Acid,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Fluoxetine,"NSAIDs/Serotonin Reuptake Inhibitors 임상효과 : 두 약물의 병용투여시 상부위장관의 출혈 위험이 증가할 수 있다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여는 피하는 것이 바람직하다. 부득이하게 두 약물의 병용을 피할 수 없다면, NSAIDs(비스테로이드성 항염증제)의 치료기간을 더 짧게 하거나 용량을 감소시키거나 혹은 NSAIDs를 아세트아미노펜(Acetaminophen)으로 선택적 세로토닌 재흡수 차단제(SSRIs)를 삼환계 항우울제(TCAs)로 대체해야 한다. 만약 위장관 관련 부작용이 나타난다면, 수소펌프 저해제(Proton pump inhibitor)과 같은 중재적 치료를 고려하거나 SSRIs나 NSAIDs의 복용을 중단하고 대체요법을 사용해야 한다."
A11A0500A0131,all,Ibuprofen,Fluoxetine Hydrochloride,"NSAIDs/Serotonin Reuptake Inhibitors 임상효과 : 두 약물의 병용투여시 상부위장관의 출혈 위험이 증가할 수 있다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여는 피하는 것이 바람직하다. 부득이하게 두 약물의 병용을 피할 수 없다면, NSAIDs(비스테로이드성 항염증제)의 치료기간을 더 짧게 하거나 용량을 감소시키거나 혹은 NSAIDs를 아세트아미노펜(Acetaminophen)으로 선택적 세로토닌 재흡수 차단제(SSRIs)를 삼환계 항우울제(TCAs)로 대체해야 한다. 만약 위장관 관련 부작용이 나타난다면, 수소펌프 저해제(Proton pump inhibitor)과 같은 중재적 치료를 고려하거나 SSRIs나 NSAIDs의 복용을 중단하고 대체요법을 사용해야 한다."
A11A0500A0131,all,Ibuprofen,Flurbiprofen,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Flurbiprofen Sodium Hydrate,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Fluvoxamine Maleate,"NSAIDs/Serotonin Reuptake Inhibitors 임상효과 : 두 약물의 병용투여시 상부위장관의 출혈 위험이 증가할 수 있다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여는 피하는 것이 바람직하다. 부득이하게 두 약물의 병용을 피할 수 없다면, NSAIDs(비스테로이드성 항염증제)의 치료기간을 더 짧게 하거나 용량을 감소시키거나 혹은 NSAIDs를 아세트아미노펜(Acetaminophen)으로 선택적 세로토닌 재흡수 차단제(SSRIs)를 삼환계 항우울제(TCAs)로 대체해야 한다. 만약 위장관 관련 부작용이 나타난다면, 수소펌프 저해제(Proton pump inhibitor)과 같은 중재적 치료를 고려하거나 SSRIs나 NSAIDs의 복용을 중단하고 대체요법을 사용해야 한다."
A11A0500A0131,all,Ibuprofen,Gemfibrozil,NSAIDs(Ibuprofen)/Fibrates(Gemfibrozil) 임상효과 : 두 약물의 병용투여시 이부프로펜의 혈장 농도가 상승하여 이 약물의 약리학적 효과 및 부작용이 증가할 수 있다. 기전 : 이부프로펜은 CYP2C8에 의해 대사된다. 따라서 이부프로펜과 CYP2C8 저해작용을 가진 겜피브로질의 병용투여시 NSAIDs의 대사 및 배설이 저해되어 이 약물의 혈장 농도와 활성이 증가될 수 있다. 처치 : 두 약물의 병용투여시에는 환자에게 이부프로펜의 부작용이 나타나는지 주의깊게 관찰하고 필요시 약물의 용량을 조절한다.
A11A0500A0131,all,Ibuprofen,Glucametacin Hydrate,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Grepafloxacin Hydrochloride,"NSAIDs/Quinolones 임상효과 : 두 약물의 병용투여시 드물게 경련이 나타날 위험성이 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하고, 신중히 투여해야 한다. 두 약물의 병용에 의해 경련이 나타나는 경우에는 투여를 중지하고 기도확보, 항전간제 투여 등의 적절한 처치를 한다."
A11A0500A0131,all,Ibuprofen,Ibandronate Sodium Monohydrate,"NSAIDs/Bisphosphonates 임상효과 : 두 약물의 병용투여시 위궤양의 위험이 증가할 수 있다. 기전 : 두 약물은 위궤양을 유발하는 데 있어 상승적인 작용을 할 수 있다. 처치 : 두 약물의 병용투여시에는 관찰을 충분히 하고, 신중히 투여해야 한다. 환자에게 위장관계 부작용, 특히 위궤양이 발생하는지를 주의깊게 모니터링해야 한다."
